,mindex,n,predictors,rsquare,adjr,adjrRound,predrsq,cp,cpd,aic,sbic,sbc,msep,fpe,apc,hsp
7838,11902,8,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_UMCSENT xYield_USSLIND,0.713055568,0.683997904,0.68,0.527362248,137.8530661,130,-534.5891861,-795.3665904,-509.8158179,0.000133261,0.000131729,0.352324176,1.53E-06
6875,11903,8,Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_UMCSENT xYield_USSLIND,0.713048072,0.683989649,0.68,0.468492363,137.8584957,130,-534.5868873,-795.3645162,-509.8135192,0.000133265,0.000131732,0.35233338,1.53E-06
7792,11904,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_POPTHM xYield_UMCSENT,0.712903492,0.683830428,0.68,0.580438941,137.9632247,130,-534.5425599,-795.3245183,-509.7691918,0.000133332,0.000131799,0.352510902,1.53E-06
8114,11905,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.712683545,0.683588208,0.68,0.547260771,138.1225466,130,-534.4751684,-795.2637052,-509.7018002,0.000133434,0.0001319,0.352780963,1.53E-06
7367,11906,8,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.712642623,0.683543142,0.68,0.521320031,138.1521895,130,-534.4626354,-795.2523951,-509.6892673,0.000133453,0.000131919,0.35283121,1.53E-06
7754,11907,8,Q1 Q4 xYield_CASTHPI xYield_GS10 xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.712621047,0.683519381,0.68,0.425700834,138.1678182,130,-534.4560284,-795.2464327,-509.6826602,0.000133463,0.000131928,0.352857701,1.53E-06
8185,11908,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_UMCSENT xYield_USSLIND,0.712570059,0.683463229,0.68,0.246157285,138.2047528,130,-534.4404162,-795.2323435,-509.6670481,0.000133487,0.000131952,0.352920308,1.53E-06
7918,11909,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.712550488,0.683441677,0.68,0.333035143,138.2189291,130,-534.4344246,-795.2269364,-509.6610565,0.000133496,0.000131961,0.352944337,1.53E-06
7965,11910,8,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_SDXRSA xYield_UMCSENT,0.712529655,0.683418734,0.68,0.559099232,138.2340197,130,-534.4280471,-795.2211809,-509.654679,0.000133505,0.00013197,0.352969917,1.53E-06
8001,11911,8,Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.712489428,0.683374433,0.68,0.285708386,138.263159,130,-534.4157336,-795.2100683,-509.6423655,0.000133524,0.000131989,0.35301931,1.54E-06
8684,11912,8,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.712434316,0.68331374,0.68,0.52218047,138.3030805,130,-534.3988667,-795.1948461,-509.6254986,0.00013355,0.000132014,0.35308698,1.54E-06
7205,11913,8,Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.712397463,0.683273156,0.68,0.373641119,138.3297751,130,-534.38759,-795.1846689,-509.6142219,0.000133567,0.000132031,0.353132229,1.54E-06
7220,11914,8,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.712396114,0.68327167,0.68,0.341706428,138.3307526,130,-534.3871771,-795.1842962,-509.613809,0.000133567,0.000132032,0.353133886,1.54E-06
7613,11915,8,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.712382553,0.683256736,0.68,0.547878765,138.3405757,130,-534.3830279,-795.1805515,-509.6096597,0.000133574,0.000132038,0.353150536,1.54E-06
7709,11916,8,Q3 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.712354963,0.683226352,0.68,0.612220615,138.3605608,130,-534.3745869,-795.1729333,-509.6012187,0.000133587,0.000132051,0.353184412,1.54E-06
8183,11917,8,Q3 xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.712351413,0.683222442,0.68,0.410621658,138.3631324,130,-534.3735008,-795.1719531,-509.6001326,0.000133588,0.000132052,0.353188771,1.54E-06
7144,11918,8,Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_UMCSENT xYield_USSLIND,0.712244713,0.683104938,0.68,0.483690783,138.4404221,130,-534.3408643,-795.1424974,-509.5674962,0.000133638,0.000132101,0.353319782,1.54E-06
7554,14614,9,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.71481767,0.681912017,0.68,0.326575205,138.5766573,130,-533.131253,-795.0035656,-505.880548,0.000135883,0.000133966,0.358306004,1.56E-06
7382,14615,9,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.714532094,0.681593489,0.68,0.272460125,138.7835191,130,-533.0431756,-794.9249901,-505.7924707,0.000136019,0.0001341,0.358664805,1.56E-06
8134,14616,9,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.714187109,0.681208698,0.68,0.561109179,139.0334151,130,-532.9368927,-794.8301614,-505.6861877,0.000136183,0.000134262,0.359098248,1.57E-06
8595,14617,9,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.714050133,0.681055918,0.68,0.266493349,139.1326354,130,-532.8947289,-794.7925381,-505.644024,0.000136249,0.000134326,0.359270345,1.57E-06
7914,14618,9,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.714040536,0.681045213,0.68,0.320469371,139.1395874,130,-532.8917755,-794.7899026,-505.6410705,0.000136253,0.000134331,0.359282403,1.57E-06
8945,14619,9,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.713998682,0.68099853,0.68,0.346531717,139.1699052,130,-532.8788964,-794.77841,-505.6281914,0.000136273,0.00013435,0.359334989,1.57E-06
8753,14620,9,Q3 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.713649753,0.68060934,0.68,0.420172092,139.4226578,130,-532.7715995,-794.6826567,-505.5208946,0.000136439,0.000134514,0.359773387,1.57E-06
8697,14621,9,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.713626606,0.680583522,0.68,0.544664852,139.4394246,130,-532.7644864,-794.6763084,-505.5137815,0.00013645,0.000134525,0.359802469,1.57E-06
6896,14622,9,Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.713591997,0.68054492,0.68,0.478281723,139.4644943,130,-532.753852,-794.6668173,-505.5031471,0.000136467,0.000134541,0.359845952,1.57E-06
7444,14623,9,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.71357,0.680520384,0.68,0.538429887,139.4804284,130,-532.7470935,-794.6607853,-505.4963885,0.000136477,0.000134552,0.35987359,1.57E-06
7250,14624,9,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.713563287,0.680512897,0.68,0.441343951,139.4852913,130,-532.745031,-794.6589446,-505.4943261,0.000136481,0.000134555,0.359882025,1.57E-06
8456,1641,5,Q1 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS,0.707862777,0.690049532,0.69,0.658245716,135.614552,131,-539.0109015,-796.4363398,-521.6695438,0.000125868,0.00012521,0.334889012,1.45E-06
8687,1642,5,Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_UMCSENT,0.707816056,0.689999961,0.69,0.64022167,135.6483954,131,-538.9968288,-796.4232204,-521.6554711,0.000125888,0.00012523,0.33494257,1.45E-06
8044,1643,5,Q1 Q4 xYield_CASTHPI xYield_NYXRSA xYield_TB3MS,0.70772449,0.689902813,0.69,0.651648537,135.7147224,131,-538.9692554,-796.3975146,-521.6278977,0.000125928,0.00012527,0.335047536,1.45E-06
6619,1644,5,Q1 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_NYXRSA,0.706846689,0.688971487,0.69,0.641227885,136.3505726,131,-538.7053581,-796.1514648,-521.3640004,0.000126306,0.000125646,0.336053795,1.45E-06
7952,4128,6,Q1 Q3 xYield_CASTHPI xYield_NYXRSA xYield_POPTHM xYield_SDXRSA,0.70923141,0.687692996,0.69,0.651704612,136.6231593,131,-537.4241413,-795.9859094,-517.6054468,0.00012841,0.000127504,0.341024889,1.48E-06
6662,4129,6,Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.708942472,0.687382655,0.69,0.638960089,136.8324564,131,-537.3367388,-795.9052798,-517.5180442,0.000128538,0.000127631,0.341363767,1.48E-06
7696,4130,6,Q1 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT,0.708874994,0.687310178,0.69,0.625454949,136.8813357,131,-537.3163393,-795.8864602,-517.4976448,0.000128568,0.000127661,0.341442909,1.48E-06
7628,4131,6,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_POPTHM xYield_TB3MS,0.708846193,0.687279245,0.69,0.628982835,136.9021977,131,-537.307634,-795.8784291,-517.4889395,0.00012858,0.000127673,0.341476687,1.48E-06
8525,4132,6,Q1 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT,0.708818423,0.687249417,0.69,0.630661847,136.9223138,131,-537.2992409,-795.8706858,-517.4805464,0.000128593,0.000127685,0.341509257,1.48E-06
7376,4133,6,Q1 Q4 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT,0.708756438,0.687182841,0.69,0.640845598,136.9672136,131,-537.28051,-795.8534051,-517.4618155,0.00012862,0.000127713,0.341581956,1.48E-06
7452,4134,6,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_TB3MS,0.708719342,0.687142997,0.69,0.634394802,136.9940845,131,-537.2693022,-795.8430648,-517.4506077,0.000128636,0.000127729,0.341625463,1.48E-06
6963,4135,6,Q1 xYield_GS10 xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.708614432,0.687030316,0.69,0.379666221,137.0700779,131,-537.2376131,-795.8138282,-517.4189186,0.000128683,0.000127775,0.341748505,1.48E-06
8440,4136,6,Q1 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA,0.708336509,0.686731806,0.69,0.649543723,137.2713959,131,-537.1537189,-795.7364229,-517.3350244,0.000128806,0.000127897,0.342074464,1.48E-06
7074,4137,6,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_USSLIND,0.708291244,0.686683188,0.69,0.583384887,137.3041849,131,-537.1400625,-795.7238222,-517.321368,0.000128826,0.000127917,0.342127554,1.48E-06
7353,7954,7,Q1 Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.710627126,0.685307,0.69,0.573578144,137.6121486,131,-535.8475665,-795.5367912,-513.5515352,0.000131029,0.000129831,0.347247448,1.51E-06
8746,7955,7,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.710553778,0.685227234,0.69,0.534207118,137.6652797,131,-535.8252637,-795.5164375,-513.5292324,0.000131062,0.000129864,0.347335466,1.51E-06
7326,7956,7,Q1 xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.710539565,0.685211777,0.69,0.570666968,137.675575,131,-535.8209427,-795.512494,-513.5249114,0.000131069,0.00012987,0.347352522,1.51E-06
7837,7957,7,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.710527105,0.685198227,0.69,0.563190095,137.6846008,131,-535.8171547,-795.509037,-513.5211234,0.000131075,0.000129876,0.347367474,1.51E-06
7153,7958,7,Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.710518109,0.685188443,0.69,0.635631076,137.6911174,131,-535.8144199,-795.5065411,-513.5183885,0.000131079,0.00012988,0.347378269,1.51E-06
8106,7959,7,Q1 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_UMCSENT,0.710510418,0.68518008,0.69,0.635911608,137.6966884,131,-535.8120819,-795.5044075,-513.5160506,0.000131082,0.000129883,0.347387498,1.51E-06
8113,7960,7,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT,0.710490366,0.685158273,0.69,0.544684817,137.7112132,131,-535.8059868,-795.4988448,-513.5099555,0.000131091,0.000129892,0.34741156,1.51E-06
7240,7961,7,Q3 xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.71047664,0.685143346,0.69,0.395389145,137.7211558,131,-535.8018147,-795.4950372,-513.5057834,0.000131097,0.000129898,0.347428032,1.51E-06
7596,7962,7,Q1 Q3 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.710332559,0.684986657,0.68,0.567559373,137.8255239,131,-535.7580322,-795.4550788,-513.4620009,0.000131163,0.000129963,0.34760093,1.51E-06
6825,7963,7,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT,0.710328856,0.684982631,0.68,0.557007966,137.8282058,131,-535.7569075,-795.4540523,-513.4608762,0.000131164,0.000129965,0.347605373,1.51E-06
6828,7964,7,Q1 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.7103166,0.684969302,0.68,0.641108979,137.8370838,131,-535.7531842,-795.4506541,-513.4571529,0.00013117,0.00012997,0.34762008,1.51E-06
7595,7965,7,Q1 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.710071124,0.684702347,0.68,0.219419293,138.0148985,131,-535.6786451,-795.3826211,-513.3826138,0.000131281,0.00013008,0.347914651,1.51E-06
7419,7966,7,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_TB3MS xYield_USSLIND,0.710063849,0.684694435,0.68,0.551353162,138.0201685,131,-535.6764369,-795.3806056,-513.3804056,0.000131284,0.000130084,0.347923382,1.51E-06
7423,7967,7,Q4 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.710024891,0.684652069,0.68,0.538120492,138.0483879,131,-535.6646136,-795.3698137,-513.3685822,0.000131302,0.000130101,0.34797013,1.51E-06
8712,7968,7,Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.710005443,0.684630919,0.68,0.640005466,138.0624759,131,-535.6587116,-795.3644266,-513.3626802,0.000131311,0.00013011,0.347993469,1.51E-06
7831,7969,7,Q1 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.709975133,0.684597957,0.68,0.534262848,138.084431,131,-535.6495146,-795.3560318,-513.3534832,0.000131324,0.000130123,0.34802984,1.51E-06
7006,7970,7,Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.709934544,0.684553817,0.68,0.404928361,138.1138325,131,-535.6371997,-795.3447911,-513.3411684,0.000131343,0.000130142,0.348078547,1.51E-06
7830,7971,7,Q3 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.709928637,0.684547392,0.68,0.607222811,138.1181116,131,-535.6354076,-795.3431553,-513.3393763,0.000131345,0.000130144,0.348085636,1.51E-06
7303,7972,7,Q1 Q4 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.709848906,0.684460685,0.68,0.631186665,138.1758659,131,-535.6112227,-795.3210793,-513.3151914,0.000131382,0.00013018,0.348181313,1.51E-06
7543,7973,7,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.709831714,0.684441989,0.68,0.532602912,138.1883193,131,-535.6060087,-795.3163199,-513.3099773,0.000131389,0.000130188,0.348201943,1.51E-06
7932,7974,7,Q3 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.709781936,0.684387855,0.68,0.612948263,138.224377,131,-535.5909136,-795.3025408,-513.2948823,0.000131412,0.00013021,0.348261677,1.51E-06
7901,7975,7,Q3 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.709745272,0.684347984,0.68,0.60482885,138.2509345,131,-535.5797973,-795.2923934,-513.283766,0.000131429,0.000130227,0.348305673,1.51E-06
7162,7976,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_UMCSENT,0.709679127,0.684276051,0.68,0.585206756,138.2988481,131,-535.5597455,-795.2740892,-513.2637142,0.000131458,0.000130256,0.348385048,1.51E-06
7555,7977,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_USSLIND,0.709545654,0.684130898,0.68,0.566990568,138.3955318,131,-535.5192973,-795.2371651,-513.223266,0.000131519,0.000130316,0.348545216,1.51E-06
7230,11919,8,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.712086599,0.682930812,0.68,0.295820702,138.5549549,131,-534.2925238,-795.0988662,-509.5191557,0.000133711,0.000132174,0.353513923,1.54E-06
7083,11920,8,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT xYield_USSLIND,0.712082082,0.682925837,0.68,0.36847301,138.5582272,131,-534.2911431,-795.0976199,-509.5177749,0.000133713,0.000132176,0.353519469,1.54E-06
7418,11921,8,Q1 Q4 xYield_CASTHPI xYield_GS10 xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.7120604,0.682901959,0.68,0.339073376,138.5739327,131,-534.2845165,-795.0916387,-509.5111483,0.000133723,0.000132186,0.353546091,1.54E-06
7018,11922,8,Q3 xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.711865219,0.682687014,0.68,0.380010512,138.7153151,131,-534.2248856,-795.0378133,-509.4515175,0.000133814,0.000132275,0.353785744,1.54E-06
7739,11923,8,Q1 xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711859482,0.682680695,0.68,0.538534184,138.7194711,131,-534.2231334,-795.0362316,-509.4497652,0.000133817,0.000132278,0.353792788,1.54E-06
7980,11924,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_UMCSENT,0.711838283,0.68265735,0.68,0.550238925,138.7348267,131,-534.2166594,-795.0303877,-509.4432912,0.000133826,0.000132288,0.353818817,1.54E-06
6820,11925,8,Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.71177796,0.682590918,0.68,0.410461986,138.7785227,131,-534.1982396,-795.0137603,-509.4248715,0.000133854,0.000132316,0.353892884,1.54E-06
7272,11926,8,Q1 Q4 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711772457,0.682584858,0.68,0.503567078,138.7825091,131,-534.1965594,-795.0122436,-509.4231913,0.000133857,0.000132318,0.353899641,1.54E-06
8822,11927,8,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_POPTHM xYield_SDXRSA,0.71174247,0.682551834,0.68,0.575329676,138.8042308,131,-534.1874044,-795.0039793,-509.4140362,0.000133871,0.000132332,0.353936461,1.54E-06
7840,11928,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT,0.711741886,0.682551191,0.68,0.545293019,138.8046538,131,-534.1872261,-795.0038183,-509.4138579,0.000133871,0.000132332,0.353937178,1.54E-06
6872,11929,8,Q3 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.7116872,0.682490967,0.68,0.599147724,138.8442664,131,-534.1705331,-794.9887492,-509.3971649,0.000133897,0.000132357,0.354004324,1.54E-06
7002,11930,8,Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT xYield_USSLIND,0.711671272,0.682473426,0.68,0.318874182,138.855804,131,-534.1656716,-794.9843606,-509.3923035,0.000133904,0.000132364,0.354023881,1.54E-06
7470,11931,8,Q3 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711648046,0.682447848,0.68,0.322245595,138.8726281,131,-534.1585832,-794.9779616,-509.3852151,0.000133915,0.000132375,0.354052399,1.54E-06
7667,11932,8,Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711497211,0.682281739,0.68,0.115126406,138.9818881,131,-534.112563,-794.9364162,-509.3391948,0.000133985,0.000132444,0.354237602,1.54E-06
7668,11933,8,Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.711358272,0.68212873,0.68,0.32627533,139.0825307,131,-534.0701937,-794.8981648,-509.2968255,0.000134049,0.000132508,0.354408197,1.54E-06
7907,11934,8,Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.711261174,0.682021799,0.68,0.639129634,139.1528659,131,-534.0405955,-794.8714423,-509.2672274,0.000134094,0.000132553,0.35452742,1.54E-06
7336,11935,8,Q1 Q3 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_UMCSENT xYield_USSLIND,0.711176757,0.681928833,0.68,0.394964352,139.2140146,131,-534.0148713,-794.8482165,-509.2415031,0.000134134,0.000132592,0.354631071,1.54E-06
7659,11936,8,Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.711118506,0.681864683,0.68,0.531975493,139.2562098,131,-533.9971249,-794.8321934,-509.2237567,0.000134161,0.000132618,0.354702594,1.54E-06
7805,11937,8,Q3 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.71103674,0.681774638,0.68,0.385308664,139.3154382,131,-533.9722206,-794.8097069,-509.1988525,0.000134199,0.000132656,0.35480299,1.54E-06
7847,11938,8,Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.71099744,0.681731358,0.68,0.441437249,139.3439056,131,-533.9602532,-794.7989011,-509.1868851,0.000134217,0.000132674,0.354851244,1.54E-06
8128,11939,8,Q3 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.710980681,0.681712901,0.68,0.604034859,139.3560457,131,-533.9551502,-794.7942934,-509.181782,0.000134225,0.000132682,0.354871823,1.54E-06
7915,11940,8,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.710905446,0.681630049,0.68,0.573670403,139.4105429,131,-533.932246,-794.7736118,-509.1588778,0.00013426,0.000132716,0.354964199,1.54E-06
7717,11941,8,Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.710880889,0.681603004,0.68,0.212227061,139.4283313,131,-533.9247711,-794.7668622,-509.151403,0.000134271,0.000132727,0.354994351,1.54E-06
7787,11942,8,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT xYield_USSLIND,0.710873944,0.681595356,0.68,0.316205379,139.4333621,131,-533.9226573,-794.7649534,-509.1492891,0.000134274,0.000132731,0.355002879,1.54E-06
7135,11943,8,Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.710792317,0.681505463,0.68,0.455757932,139.4924903,131,-533.8978162,-794.7425221,-509.124448,0.000134312,0.000132768,0.355103105,1.54E-06
